#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Naturtex-SZTE-Szedeak,2,40.0,84.5,32.0,71.0,0.451,7.5,24.5,0.306,13.0,14.5,0.897,9.5,29.0,38.5,22.0,9.5,2.5,12.0,16.0,2022,FIBA-Europe-Cup---Qualification,0
2,Iraklis BC,2,40.0,84.5,31.0,66.0,0.47,11.0,26.0,0.423,11.5,14.0,0.821,10.5,21.5,32.0,23.0,6.5,6.0,10.0,20.5,2022,FIBA-Europe-Cup---Qualification,1
3,Medi Bayreuth,2,40.0,82.0,32.0,60.5,0.529,9.5,26.5,0.358,8.5,11.0,0.773,6.5,23.0,29.5,24.0,3.5,2.5,15.0,21.5,2022,FIBA-Europe-Cup---Qualification,0
4,SL Benfica,2,40.0,82.0,30.5,65.0,0.469,8.5,21.5,0.395,12.5,20.0,0.625,10.5,18.0,28.5,21.0,12.0,1.0,10.5,20.0,2022,FIBA-Europe-Cup---Qualification,0
5,Dnipro Dnipropetrovsk,1,40.0,82.0,31.0,71.0,0.437,11.0,29.0,0.379,9.0,14.0,0.643,14.0,15.0,29.0,26.0,12.0,1.0,15.0,21.0,2022,FIBA-Europe-Cup---Qualification,0
6,Hapoel Haifa,2,40.0,80.0,26.5,55.5,0.477,9.0,23.0,0.391,18.0,22.0,0.818,8.0,16.5,24.5,19.5,7.0,2.0,14.0,21.0,2022,FIBA-Europe-Cup---Qualification,0
7,Enisey Krasnoyarsk,1,40.0,80.0,26.0,56.0,0.464,10.0,25.0,0.4,18.0,25.0,0.72,13.0,16.0,29.0,20.0,7.0,1.0,13.0,20.0,2022,FIBA-Europe-Cup---Qualification,0
8,Trefl Sopot,2,40.0,80.0,27.0,56.5,0.478,5.0,16.5,0.303,21.0,29.0,0.724,10.0,22.5,32.5,20.0,4.5,5.0,13.5,17.0,2022,FIBA-Europe-Cup---Qualification,0
9,Ironi Nes Ziona,2,40.0,78.0,28.5,60.0,0.475,6.0,20.0,0.3,15.0,21.0,0.714,7.0,21.0,28.0,17.0,5.5,1.5,14.5,19.5,2022,FIBA-Europe-Cup---Qualification,0
10,KK Parnu,2,40.0,77.0,26.5,62.5,0.424,11.0,28.0,0.393,13.0,19.0,0.684,10.0,23.5,33.5,17.0,8.5,2.0,16.5,19.5,2022,FIBA-Europe-Cup---Qualification,0
11,CSO Voluntari,1,40.0,77.0,23.0,47.0,0.489,11.0,24.0,0.458,20.0,30.0,0.667,7.0,20.0,27.0,14.0,3.0,2.0,17.0,22.0,2022,FIBA-Europe-Cup---Qualification,0
12,Donar Groningen,2,40.0,76.5,27.5,61.0,0.451,11.0,27.0,0.407,10.5,12.5,0.84,9.5,28.5,38.0,17.5,7.0,2.5,14.5,18.0,2022,FIBA-Europe-Cup---Qualification,0
13,TFT Skopje,1,40.0,76.0,30.0,74.0,0.405,5.0,25.0,0.2,11.0,14.0,0.786,7.0,25.0,32.0,16.0,9.0,3.0,14.0,13.0,2022,FIBA-Europe-Cup---Qualification,0
14,Akademik Bulteks 99 Plovdiv,1,40.0,75.0,29.0,66.0,0.439,10.0,27.0,0.37,7.0,12.0,0.583,9.0,19.0,28.0,22.0,7.0,3.0,15.0,17.0,2022,FIBA-Europe-Cup---Qualification,0
15,FC Porto Ferpinta,2,40.0,74.5,26.5,59.5,0.445,11.0,26.5,0.415,10.5,14.5,0.724,8.0,25.0,33.0,16.5,6.0,4.5,14.0,17.0,2022,FIBA-Europe-Cup---Qualification,0
16,Allianz Swans Gmunden,2,40.0,68.0,28.5,68.5,0.416,8.0,26.0,0.308,3.0,6.5,0.462,8.0,28.0,36.0,20.0,6.5,3.0,9.5,16.5,2022,FIBA-Europe-Cup---Qualification,0
17,BC Hallmann Vienna,1,40.0,67.0,24.0,54.0,0.444,4.0,16.0,0.25,15.0,21.0,0.714,7.0,26.0,33.0,16.0,9.0,3.0,17.0,18.0,2022,FIBA-Europe-Cup---Qualification,0
18,KK Kumanovo,1,40.0,60.0,20.0,51.0,0.392,9.0,24.0,0.375,11.0,19.0,0.579,5.0,26.0,31.0,14.0,3.0,4.0,17.0,15.0,2022,FIBA-Europe-Cup---Qualification,0
19,Keravnos Strovolou,1,40.0,58.0,21.0,59.0,0.356,4.0,13.0,0.308,12.0,16.0,0.75,9.0,24.0,33.0,13.0,2.0,3.0,14.0,18.0,2022,FIBA-Europe-Cup---Qualification,0
