#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Chalon-Sur-Saone,19,40.0,90.6,32.5,65.3,0.497,11.2,27.5,0.407,14.4,18.4,0.783,10.2,22.7,32.8,20.1,7.7,1.9,11.2,18.5,2016,FIBA-Europe-Cup,0
2,Turk Telekom,14,40.0,88.8,31.9,61.5,0.519,9.7,23.4,0.415,15.2,19.6,0.775,6.9,24.1,30.9,17.1,8.5,2.1,11.9,22.6,2016,FIBA-Europe-Cup,0
3,Tsmoki-Minsk,12,40.0,86.2,30.8,62.8,0.491,10.3,27.3,0.379,14.2,17.6,0.806,8.6,24.0,32.6,19.6,5.3,2.6,12.6,19.3,2016,FIBA-Europe-Cup,0
4,Acqua San Bernardo Cantu,12,40.4,85.6,31.2,69.5,0.448,10.8,30.3,0.354,12.5,17.4,0.718,8.9,23.0,31.9,18.8,6.9,3.2,11.0,21.0,2016,FIBA-Europe-Cup,0
5,Pieno Zvaigzdes,12,40.8,84.9,30.5,60.3,0.506,8.6,22.8,0.377,15.3,20.0,0.767,7.5,23.6,31.1,18.0,4.6,2.2,15.3,24.3,2016,FIBA-Europe-Cup,0
6,Siauliai,6,40.0,84.7,30.7,64.7,0.474,6.5,20.7,0.315,16.8,21.7,0.777,14.3,23.5,37.8,14.8,5.5,2.5,12.7,19.2,2016,FIBA-Europe-Cup,0
7,CEZ Nymburk,12,40.0,84.2,31.5,65.5,0.481,8.9,24.9,0.358,12.3,16.6,0.739,8.0,28.1,36.1,21.4,8.5,3.4,13.6,19.4,2016,FIBA-Europe-Cup,0
8,BC Rilski Sportist,6,40.0,83.7,31.5,60.7,0.519,9.5,22.0,0.432,11.2,16.7,0.67,5.7,24.8,30.5,16.3,5.5,1.2,12.3,16.7,2016,FIBA-Europe-Cup,0
9,KK Cibona,17,40.9,83.5,28.6,61.9,0.463,8.8,24.9,0.352,17.5,22.9,0.763,8.2,25.2,33.4,18.7,4.8,2.2,13.6,22.0,2016,FIBA-Europe-Cup,0
10,Joensuun Kataja,12,40.0,82.6,29.2,64.6,0.452,11.0,29.0,0.379,13.3,17.6,0.754,8.8,25.0,33.8,17.6,5.7,3.1,14.3,20.5,2016,FIBA-Europe-Cup,0
